Date,Scrip,Open,High,Low,Close,Volume
20140720,00DS30,1602.93,1602.93,1581.21,1591.2,2636970000
20140720,00DSES,998.88,998.88,982.55,984.27,2636970000
20140720,00DSEX,4392.15,4392.15,4348.07,4374.19,2636970000
20140720,1JANATAMF,6,6,6,6,44500
20140720,1STPRIMFMF,16.7,16.9,16.7,16.7,53500
20140720,AAMRATECH,23.5849056603774,23.5849056603774,22.8987993138936,23.0703259005146,228750
20140720,ABB1STMF,6.9,6.9,6.9,6.9,74500
20140720,ABBANK,17.4149659863946,17.7732986198594,17.2716329330086,17.5582990397805,895050
20140720,ACI,129.256385487602,130.006402539734,128.206328612988,129.206388017642,34815
20140720,ACIFORMULA,79.4285714285714,81.3333333333333,79.4285714285714,80.2857142857143,4600
20140720,ACTIVEFINE,31.4359166666667,31.4871666666667,30.7179166666667,30.76925,472875
20140720,AFCAGRO,26.6249802371541,26.6249802371541,26.0759683794466,26.2955731225296,231120
20140720,AFTABAUTO,73.3333333333333,73.3333333333333,72.1904761904762,72.7619047619048,177700
20140720,AGNISYSL,18.7619047619048,18.952380952381,18.7619047619048,18.7619047619048,87000
20140720,AIBL1STIMF,5.6,5.6,5.5,5.5,51500
20140720,AL-HAJTEX,126,126.081818181818,122.890909090909,123.545454545455,79750
20140720,ALARABANK,13.3520074696545,13.8188608776844,13.3520074696545,13.5387488328665,318500
20140720,ALIF,14.0084274699659,14.0706871476102,13.7593887593888,13.8216484370331,636100
20140720,ALLTEX,7,7.1,7,7,14500
20140720,AMBEEPHA,263.9,263.9,261.6,262,3650
20140720,AMCL(PRAN),223.9,223.9,217,217.4,4900
20140720,ANLIMAYARN,22.8,22.9,22.7,22.7,19500
20140720,ANWARGALV,20.6060606060606,20.6926406926407,20,20.0865800865801,39000
20140720,APEXFOODS,101,102.4,99.1,101.2,9500
20140720,APEXFOOT,275.324675324675,277.835497835498,273.246753246753,273.679653679654,47600
20140720,APEXSPINN,72,73.7,70.1,73,44800
20140720,APEXTANRY,139,139.3,135.7,135.9,12200
20140720,APOLOISPAT,20.7758164165931,20.7758164165931,20.1309796999117,20.2026478375993,2499235
20140720,ARAMIT,278,278,270,270.2,1700
20140720,ARAMITCEM,42.5,42.9,42.5,42.7,58000
20140720,ARGONDENIM,36.1166386433636,36.6102601282387,36.1166386433636,36.3634493858012,33200
20140720,ASIAINS,19.2,19.3,18.8,18.9,58750
20140720,ASIAPACINS,20.2,20.8,20.2,20.2,36000
20140720,ATLASBANG,139.272727272727,139.272727272727,138.909090909091,138.909090909091,5500
20140720,BANGAS,282.028956521739,285.739130434783,281.739130434783,283.420260869565,9225
20140720,BANKASIA,12.8855873015873,13.101544973545,12.8855873015873,13.0295873015873,155232
20140720,BARKAPOWER,18.9435004248088,19.3043330501274,18.4624468988955,18.8834324553951,877333
20140720,BATASHOE,945,950,929,930.6,2700
20140720,BATBC,269.444444444444,269.444444444444,264.444444444444,266.777777777778,500
20140720,BAYLEASING,22.1138211382114,22.67131242741,22.1138211382114,22.5783972125436,47500
20140720,BBS,24.1674537583628,24.619178800997,24.1674537583628,24.4836678473042,409464
